time,sensor_AccelerometerX[],sensor_AccelerometerY[],sensor_AccelerometerZ[],sensor_GyroscopeX[],sensor_GyroscopeY[],sensor_GyroscopeZ[],label_shakestill_STILL,label_shakestill_shake
1659956802015,-0.30000000000000004,1.1,10.700000000000001,1.2828170002158323,-0.19722220547535924,-0.2844886680750757,,x
1659956802033,,,,1.551597705022959,0.5585053606381855,0.5235987755982989,,x
1659956802049,0.8,6.2,3.5,,,,,x
1659956802069,4.1000000000000005,8.3,3.9000000000000004,,,,,x
1659956802073,,,,0.5864306286700948,1.5690509975429023,0.5811946409141118,,x
1659956802089,2.2,7.800000000000001,6.4,,,,,x
1659956802098,,,,-1.2932889757277983,0.5393067388662478,-1.233947781159991,,x
1659956802122,-12.5,3.5,9.5,-1.2147491593880535,0.5969026041820608,-1.520181778487061,,x
1659956802134,,,,-0.8779006137531478,0.26529004630313807,-0.24434609527920614,,x
1659956802149,-2.5,-0.7000000000000001,8.700000000000001,,,,,x
1659956802153,,,,0.005235987755982989,-0.7906341511534313,1.8552849948699723,,x
1659956802169,-0.4,6.6000000000000005,8.6,,,,,x
1659956802189,2.8000000000000003,8.200000000000001,7.9,,,,,x
1659956802199,,,,1.8308503853420517,-3.837979025135531,0.6754424205218056,,x
1659956802215,1.4000000000000001,5.800000000000001,8,2.2671826983406342,-5.150466622635267,-0.10995574287564276,,x
1659956802249,5.2,7.6000000000000005,7.800000000000001,,,,,x
1659956802253,,,,4.443608275577563,-10.475466170469966,-0.7819075048934596,,x
1659956802269,6,8.4,5.7,,,,,x
1659956802273,,,,7.344345492392139,-16.022122533307947,-1.710422666954443,,x
1659956802289,11.3,9.4,14.5,,,,,x
1659956802296,,,,10.402162341886203,-19.78854305911171,-3.2114058236695664,,x
1659956802313,-4.2,0.5,8.8,,,,,x
1659956802329,-8.8,0.6000000000000001,-6.5,,,,,x
1659956802333,,,,11.564551623714427,-15.315264186250243,-4.017747938090947,,x
1659956802349,-17.7,0.30000000000000004,-10.4,,,,,x
1659956802429,-10.5,-3.5,24,,,,,x
1659956802433,,,,-18.762289458939044,20.013690532618977,5.9323741275287265,,x
1659956802449,8.6,1,32,,,,,x
1659956802453,,,,-15.74985116999683,19.223056381465547,5.55887366760194,,x
1659956802469,26.3,11.9,24.700000000000003,,,,,x
1659956802489,17.1,6.2,10.700000000000001,,,,,x
1659956802494,,,,6.257005368399671,-9.639453458764683,-1.768018532270256,,x
1659956802509,7.5,2.3000000000000003,14.200000000000001,,,,,x
1659956802514,,,,11.691960659110014,-19.078194053550018,-5.977752688080579,,x
1659956802529,4.7,3.8000000000000003,12.8,,,,,x
1659956802549,0.7000000000000001,2.9000000000000004,12,,,,,x
1659956802554,,,,10.430087609918113,-19.242255003237485,-6.74395222970609,,x
1659956802569,-17.6,-2.4000000000000004,3.8000000000000003,,,,,x
1659956802574,,,,4.768239516448508,-4.839798015780276,-3.818780403363593,,x
1659956802811,-32.300000000000004,-11.4,6.1000000000000005,10.01295391869147,-19.580848878124385,-8.412486994612669,,x
1659956802812,-32.7,-9.600000000000001,-15.600000000000001,6.775368156241988,-11.15439924949576,-6.277949319423604,,x
1659956802823,,,,-1.8849555921538759,8.382816397328765,0.6021385919380438,,x
1659956802829,-5.6000000000000005,-14.600000000000001,-1.1,,,,,x
1659956802849,-7.5,-15,38.5,,,,,x
1659956802854,,,,-18.702948264371237,20.013690532618977,10.857693276656724,,x
1659956802963,15.8,3.5,21.1,13.507103081184116,-12.805480721882397,-3.91826417072727,,x
1659956803001,,,,8.33220184902093,-19.392353318908995,-8.194320838113377,,x
1659956803011,-30,-10.100000000000001,10.5,,,,,x
1659956803021,,,,6.731734924942129,-13.163273218541233,-8.831366015091307,,x
1659956803036,-36.7,-10.100000000000001,-17.7,,,,,x
1659956803061,,,,-6.073745796940267,14.503686084072879,4.286528642898073,,x
1659956803073,-4.6000000000000005,-19.700000000000003,45.7,-15.372860051566056,19.823449644151594,10.59414855960558,,x
1659956803089,6.4,-19.900000000000002,70.9,,,,,x
1659956803093,,,,-13.644984092091669,19.174187162409705,12.594295882391082,,x
1659956803109,45.300000000000004,8.1,59.2,,,,,x
1659956803122,,,,-2.0298179200694055,10.447540902438057,9.468411192069238,,x
1659956803141,11.200000000000001,5.5,-20.1,10.149089600347027,-3.6861353802120242,1.3596114873035827,,x
1659956803155,3.4000000000000004,0.5,-12,10.770426814057007,-15.727161889720904,-4.270820679630124,,x
1659956803174,25,13.200000000000001,15.4,6.756169534470049,-19.91769742375929,-4.4505895925855405,,x
1659956803209,14.200000000000001,7.4,18.7,,,,,x
1659956803227,,,,5.1993358416911075,-17.01870553619671,-3.7995817815916557,,x
1659956803236,-18.8,-7,2.1,,,,,x
1659956803237,,,,2.4958208303518914,-5.25693170700692,-3.0072023011862297,,x
1659956803276,-4,-8.8,12.9,-2.7244589623631486,10.618583169133501,0.7609635538695277,,x
1659956803289,-4,-9.9,41.7,,,,,x
1659956803293,,,,-15.404275978101953,20.013690532618977,8.950048404226923,,x
1659956803331,28.5,19.1,9.3,-13.948671381938683,19.291124222293323,9.36020077844559,,x
1659956803334,17.3,9.600000000000001,-28.8,,,,,x
1659956803339,,,,0.2844886680750757,5.731661263549379,5.696754678509492,,x
1659956803354,,,,12.079423753052755,-12.30282589730803,-1.1466813185602744,,x
1659956803449,-17.2,-1.6,8,,,,,x
1659956803454,,,,0.6911503837897545,0.14311699866353503,-1.663298777150596,,x
1659956803469,-19.900000000000002,-4.5,-4.4,,,,,x
1659956803474,,,,-7.4141586624719125,15.364133405306083,3.553490357060455,,x
1659956803489,-7.9,-7.1000000000000005,7.5,,,,,x
1659956803509,0.4,-5.5,29.700000000000003,,,,,x
1659956803517,,,,-15.001104920891263,19.376645355641045,7.710864635310948,,x
1659956803693,-15.3,-5.6000000000000005,-10.600000000000001,0.1954768762233649,3.7891098060796895,-1.6912240451825054,,x
1659956803694,-0.7000000000000001,-9.3,21.400000000000002,-8.766788832767517,17.336355460059675,5.192354524683131,,x
1659956803716,25.1,9,50,-15.276866942706366,19.404570623672956,8.065166473465798,,x
1659956803761,19.700000000000003,4.9,-7.1000000000000005,4.577998627981127,-2.0245819323134224,0.8604473212332044,,x
1659956803779,21.8,3.4000000000000004,27.6,,,,,x
1659956803780,,,,10.485938145981931,-15.769049791768769,-5.555383009097951,,x
1659956803794,,,,9.721483933608416,-20.004963886359004,-8.230972752405258,,x
1659956803809,15.4,4.2,32.1,,,,,x
1659956803824,,,,8.902924514423075,-19.943877362539205,-8.314748556500986,,x
1659956803829,-19.200000000000003,-9.1,17.900000000000002,,,,,x
1659956803841,,,,6.927211801165494,-14.618877814704504,-7.906341511534313,,x
1659956803859,-8.8,-7,-4.7,1.2985249634837812,2.261946710584651,-3.715805977495928,,x
1659956804041,,,,6.876597252857659,-13.61705882405976,-8.190830179609389,,x
1659956804057,-21.200000000000003,-2.3000000000000003,-14.5,0.17976891295541594,4.675737066092809,-3.5831609543443586,,x
1659956804072,-1.3,-6.800000000000001,5,,,,,x
1659956804075,,,,-8.166395570081468,18.02401518534544,3.7786378305677237,,x
1659956804096,2.6,-4.4,34.4,,,,,x
1659956804097,,,,-14.493214108560913,20.013690532618977,7.545058356371487,,x
1659956804120,,,,-16.578882564694137,19.819958985647606,7.101744726364927,,x
1659956804129,12.5,2.9000000000000004,45,,,,,x
1659956804144,,,,-10.077531101015259,13.601350860791811,5.1487212933832724,,x
1659956804152,26.900000000000002,15.5,24.5,,,,,x
1659956804176,5.300000000000001,-0.2,15.700000000000001,1.3945180723434694,0.5305800926062761,1.7558012275062955,,x
1659956804176,,,,10.105456369047168,-12.983504305585818,-3.844960342143508,,x
1659956804194,-2.5,2.1,18.8,,,,,x
1659956804195,,,,12.383111042899769,-19.77283509584376,-7.323401541368207,,x
1659956804216,,,,11.281808284891346,-19.727456535291907,-6.913249167149539,,x
1659956804233,-16.8,-2,-11.4,,,,,x
1659956804235,,,,6.668903071870333,-10.852457288900741,-4.106759729942658,,x
1659956804253,,,,-2.935643801854462,9.810495725460127,0.8709192967451704,,x
1659956804269,-0.6000000000000001,-0.6000000000000001,3,,,,,x
1659956804289,8.4,1.4000000000000001,17.8,,,,,x
1659956804293,,,,-13.681636006383549,19.43075056245287,6.342526501747393,,x
1659956804309,18.900000000000002,9.200000000000001,29.200000000000003,,,,,x
1659956804314,,,,-10.362019769090335,12.337732482347915,4.310963252425994,,x
1659956804329,25.8,16.3,20.5,,,,,x
1659956804339,,,,8.246680715673207,-15.301301552234287,-3.743731245527837,,x
1659956804355,-2.1,-4.3,13.4,9.878563566287905,-19.53896097607652,-7.096508738608944,,x
1659956804571,-24.200000000000003,-8.6,0.6000000000000001,5.825909043157072,-12.41627229868766,-5.935864786032715,,x
1659956804583,,,,-1.36659280431156,7.394960040699974,-0.34732052114687156,,x
1659956804593,3.8000000000000003,-5.7,26.6,-9.407324668249437,19.181168479417682,5.995205980600522,,x
1659956804613,,,,-13.882348870362897,20.013690532618977,8.564330639536175,,x
1659956804629,13.5,-0.2,37.4,,,,,x
1659956804640,,,,-12.21032344695233,18.121753623457124,7.55029434412747,,x
1659956804657,24.6,14.4,-7.4,-3.085742117525975,5.750859885321316,4.1643555952584705,,x
1659956804674,20.1,6,4.800000000000001,6.878342582109653,-10.564477962321677,-1.4538592669112766,,x
1659956804693,,,,9.457939216557271,-19.350465416861134,-5.878268920716902,,x
1659956804709,16,4.3,24.3,,,,,x
1659956804713,,,,8.016297254409956,-20.013690532618977,-6.7823494732499645,,x
1659956804729,-6.6000000000000005,-2,27.1,,,,,x
1659956804746,,,,6.258750697651666,-16.475908138826473,-5.6635934227216,,x
1659956804756,-3.1,-5.800000000000001,10.600000000000001,0.4991641660703783,2.2863813201125716,-2.0036379812894904,,x
1659956804773,5.9,-4.7,36,-7.951720072086165,18.3451557677124,4.495968153137393,,x
1659956804792,21.6,5,40,,,,,x
1659956804793,,,,-12.088150399312728,19.55815959784846,8.758062186507546,,x
1659956804813,,,,-4.457570909593517,10.75122819228507,5.764822519337271,,x
1659956804865,23.6,4.4,10.3,7.892378877518358,-17.500416409747142,-5.047492196767601,,x
1659956804875,22.900000000000002,8,29.1,6.054547175168329,-20.013690532618977,-6.243042734383717,,x
1659956804960,5.9,-4.5,30.3,-10.171778880622952,19.805996351631652,6.232570758871751,,x
1659956804973,21.5,6.9,44.2,-13.076006755941517,20.01019987411499,8.496262798708397,,x
1659956804993,,,,-8.724900930719654,15.922638765944269,6.82074671679384,,x
1659956805009,29.200000000000003,16.3,8.6,,,,,x
1659956805013,,,,2.9513517651224115,-0.16929693744344998,1.5114551322270895,,x
1659956805029,22.700000000000003,11.3,-13.600000000000001,,,,,x
1659956805039,,,,9.796533091444172,-15.85457092511649,-4.729842272904633,,x
1659956805054,24.900000000000002,4.2,19.8,,,,,x
1659956805069,25.200000000000003,6.300000000000001,23.700000000000003,,,,,x
1659956805075,,,,7.7248272693269024,-20.001473227855016,-8.548622676268227,,x
1659956805092,-7.5,-7.7,15.4,,,,,x
1659956805093,,,,6.709045644666203,-18.270106609876642,-9.555677654668955,,x
1659956805129,-37.800000000000004,-7.2,-3.8000000000000003,,,,,x
1659956805134,,,,3.652974124424132,-5.269149011770881,-6.447246256867054,,x
1659956805149,-38.7,-7.800000000000001,-16.8,,,,,x
1659956805156,,,,-2.4312436480281012,7.6166168557032545,0.13264502315156904,,x
1659956805172,-14.4,-23,-2.6,,,,,x
1659956805173,,,,-11.15439924949576,17.683675981206548,7.92903079181024,,x
1659956805189,-8.1,-29,52.400000000000006,,,,,x
1659956805197,,,,-18.23694535408875,19.978783947579092,12.000883936713011,,x
1659956805209,-10.200000000000001,-23.1,73.60000000000001,,,,,x
1659956805213,,,,-19.34173877060116,20.013690532618977,12.740903539558605,,x
1659956805229,28.3,-9.3,70.8,,,,,x
1659956805240,,,,0.14835298641951802,8.737118235483614,10.567968620825665,,x
1659956805249,40.2,14.4,-6.6000000000000005,,,,,x
1659956805254,,,,12.184143508172415,-6.2936572826915524,3.000220984178253,,x
1659956805270,20.8,12.100000000000001,-56.7,,,,,x
1659956805273,,,,10.85943860590872,-18.442894205824082,-3.885102914939378,,x
1659956805595,26.400000000000002,14,6.1000000000000005,-15.170401858334714,18.889698494334628,10.10196571054318,,x
1659956805595,25.200000000000003,8.5,75.8,-12.103858362580675,12.288863263292075,9.222319767538037,,x
1659956805614,,,,2.035053907825388,-0.5532693728822025,3.7419859162758424,,x
1659956805629,12.700000000000001,1.3,-26.3,,,,,x
1659956805643,,,,10.377727732358284,-9.152506597458265,-2.5970499269675624,,x
1659956805649,-9.700000000000001,-7.9,6.300000000000001,,,,,x
1659956805663,,,,5.253441048502932,-10.79137076508094,-5.46637121724624,,x
1659956805676,-11.9,-7.300000000000001,20.200000000000003,-5.26042236551091,5.510004448546098,1.2828170002158323,,x
1659956805694,3.1,-3.6,29.700000000000003,-6.197664173831864,8.375835080320787,4.352851154473858,,x
1659956805715,20.5,10.8,21.200000000000003,-2.876302607286655,5.379104754646524,5.0317842334996525,,x
1659956805761,-0.5,0.6000000000000001,-2.2,3.6931166972200016,-0.9686577348568529,-0.9651670763528643,,x
1659956805779,-4.3,-0.8,8.3,1.663298777150596,-1.7488199104983182,-2.2113321622768156,,x
1659956805820,-1.7000000000000002,-0.1,15.9,-0.49741883681838395,-1.5132004614790837,-1.541125729510993,,x
1659956805831,-0.8,0.5,16.400000000000002,-1.1082840750163994,-0.6667157742618339,-0.7888888219014369,,x
1659956805843,,,,-0.17976891295541594,-0.5009094953223726,-0.5009094953223726,,x
1659956805849,0.6000000000000001,1.7000000000000002,14,,,,,x
1659956805861,,,,1.244419756671957,-1.2932889757277983,-0.5602506898901798,,x
1659956805874,-0.9,1,8.4,2.1450096507010312,-1.7715091907742446,-0.6702064327658226,,x
1659956805893,,,,2.035053907825388,-1.403244718603441,-0.6876597252857659,,x
1659956805909,-2.1,1.2000000000000002,7,,,,,x
1659956805913,,,,1.460840583919254,-0.8307767239493009,-0.44505895925855404,,x
1659956805929,-0.9,0.6000000000000001,5.9,,,,,x
1659956805941,,,,1.228711793404008,-1.0663961729685354,-0.03316125578789226,,x
1659956806029,0.6000000000000001,0.7000000000000001,6.7,,,,,
1659956806039,,,,-0.38571776469074687,0.9145525280450287,-0.17453292519943295,,
1659956806049,1.5,-0.1,7.2,,,,x,
1659956806054,,,,-0.14835298641951802,0.29670597283903605,-0.09250245035569947,x,
1659956806071,2.3000000000000003,0,8.200000000000001,,,,x,
1659956806091,2.4000000000000004,-0.30000000000000004,7.2,,,,x,
1659956806094,,,,0.2234021442552742,-0.5567600313861911,0.020943951023931956,x,
1659956806109,1.3,0.30000000000000004,7.9,,,,x,
1659956806113,,,,-0.6126105674500096,0.6544984694978736,-0.21467549799530253,x,
1659956806129,0.7000000000000001,-0.30000000000000004,7.2,,,,x,
1659956806138,,,,-0.7592182246175334,0.6736970912698113,-0.11519173063162576,x,
1659956806149,0.9,-0.4,6.5,,,,x,
1659956806156,,,,-0.7539822368615504,0,0.22165681500327986,x,
1659956806335,0.8,0.9,10.200000000000001,-0.8098327729253689,0.5427973973702365,0.22514747350726852,x,
1659956806349,0.5,0.7000000000000001,10.700000000000001,,,,x,
1659956806361,,,,-1.0262536001726659,0.41015237421866746,0.1466076571675237,x,
1659956806369,0,0.5,11.100000000000001,,,,x,
1659956806389,-0.4,0,11.3,,,,x,
1659956806394,,,,-0.38746309394274114,-0.22165681500327986,0.005235987755982989,x,
1659956806421,0.1,-0.8,10.600000000000001,-0.031415926535897934,-0.41538836197465046,0.11519173063162576,x,
1659956806596,1,0.8,8.6,0.23387411976724015,-0.3368485456349056,0.2181661564992912,x,
1659956806613,,,,0.13089969389957473,-0.3822271061867582,0.16929693744344998,x,
1659956806629,1,0.7000000000000001,8.9,,,,x,
1659956806633,,,,-0.0471238898038469,-0.19373154697137057,0.14486232791552936,x,
1659956806649,0.9,0.5,9.3,,,,x,
1659956806653,,,,-0.21991148575128552,0.0890117918517108,0.1361356816555577,x,
1659956806669,0.7000000000000001,0.30000000000000004,9.3,,,,x,
1659956806680,,,,-0.312413936106985,0.27052603405912107,0.158824961931484,x,
1659956806696,1.1,0.5,9.5,-0.3141592653589793,0.21642082724729686,0.16755160819145565,x,
1659956806712,1.2000000000000002,0.4,9.600000000000001,,,,x,
1659956806713,,,,-0.23911010752322315,0.017453292519943295,0.11344640137963143,x,
1659956806733,,,,-0.10995574287564276,-0.16057029118347832,0.012217304763960306,x,
1659956806749,0.9,0.30000000000000004,9.600000000000001,,,,x,
1659956806761,,,,0.010471975511965978,-0.2792526803190927,-0.0767944870877505,x,
1659956806776,0.6000000000000001,-0.2,9.3,,,,x,
1659956806777,,,,0.031415926535897934,-0.27401669256310973,-0.10821041362364843,x,
1659956806795,0.7000000000000001,-0.1,10,-0.09599310885968813,-0.19198621771937627,-0.0767944870877505,x,
1659956806814,,,,-0.20420352248333656,-0.1239183768915974,-0.0017453292519943296,x,
1659956806829,1,0,10.3,,,,x,
1659956806833,,,,-0.1954768762233649,-0.08552113334772216,0.04188790204786391,x,
1659956806849,1.1,0.1,10.5,,,,x,
1659956806869,0.9,-0.2,10,,,,x,
1659956806879,,,,-0.07155849933176751,0.07330382858376185,-0.013962634015954637,x,
1659956806897,0.7000000000000001,-0.1,9.8,-0.059341194567807204,0.1291543646475804,-0.019198621771937624,x,
1659956806929,0.8,-0.1,9.600000000000001,,,,x,
1659956806933,,,,0.003490658503988659,0.04014257279586958,-0.008726646259971648,x,
1659956806949,0.7000000000000001,0,9.5,,,,x,
1659956807198,1.3,0.2,9.8,0.0017453292519943296,-0.04014257279586958,0.008726646259971648,x,
1659956807216,1.3,0.1,9.700000000000001,0,-0.029670597283903602,-0.054105206811824215,x,
1659956807217,0.9,0,9.4,-0.027925268031909273,0.06283185307179587,-0.14311699866353503,x,
1659956807248,0.7000000000000001,-0.1,9.4,-0.06981317007977318,0.1466076571675237,-0.20420352248333656,x,
1659956807268,,,,-0.08552113334772216,0.153588974175501,-0.20943951023931956,x,
1659956807269,0.5,-0.1,9.4,,,,x,
1659956807280,,,,-0.06283185307179587,0.09075712110370514,-0.1832595714594046,x,
1659956807296,0.4,-0.30000000000000004,9.600000000000001,-0.010471975511965978,0,-0.14486232791552936,x,
1659956807314,0.4,-0.30000000000000004,9.600000000000001,0.024434609527920613,-0.03839724354387525,-0.08552113334772216,x,
1659956807333,,,,0.008726646259971648,0.019198621771937624,-0.026179938779914945,x,
1659956807349,0.7000000000000001,0,9.5,,,,x,
1659956807362,,,,-0.03839724354387525,0.12217304763960307,0.020943951023931956,x,
1659956807369,0.8,-0.1,9.5,,,,x,
1659956807383,,,,-0.0645771823237902,0.16057029118347832,0.020943951023931956,x,
1659956807397,0.7000000000000001,-0.1,9.5,-0.059341194567807204,0.15707963267948966,0.003490658503988659,x,
1659956807417,0.8,-0.1,9.700000000000001,-0.04188790204786391,0.048869219055841226,-0.003490658503988659,x,
1659956807433,,,,-0.006981317007977318,-0.08203047484373349,-0.015707963267948967,x,
1659956807449,0.9,-0.1,9.8,,,,x,
1659956807601,0.4,-0.1,9.200000000000001,,,,x,
1659956807602,,,,0.0471238898038469,0.061086523819801536,0.010471975511965978,x,
1659956807615,0.5,-0.1,9.1,-0.013962634015954637,0.11693705988362008,0.04014257279586958,x,
1659956807633,,,,-0.03665191429188092,0.0890117918517108,0.06283185307179587,x,
1659956807649,0.7000000000000001,0,9.200000000000001,,,,x,
1659956807653,,,,-0.04014257279586958,0.026179938779914945,0.054105206811824215,x,
1659956807669,0.7000000000000001,0,9.4,,,,x,
1659956807673,,,,-0.05061454830783556,-0.010471975511965978,0.008726646259971648,x,
1659956807689,0.6000000000000001,-0.2,9.700000000000001,,,,x,
1659956807697,,,,-0.04188790204786391,-0.0471238898038469,-0.04014257279586958,x,
1659956807713,0.2,-0.4,9.4,,,,x,
1659956807714,,,,-0.012217304763960306,-0.029670597283903602,-0.04014257279586958,x,
1659956807734,,,,-0.010471975511965978,0.017453292519943295,0.022689280275926284,x,
1659956807749,0.4,-0.30000000000000004,9.4,,,,x,
1659956807754,,,,-0.029670597283903602,0.024434609527920613,0.09250245035569947,x,
1659956807769,0.7000000000000001,-0.1,9.4,,,,x,
1659956807774,,,,-0.03665191429188092,0.012217304763960306,0.12740903539558607,x,
1659956807789,0.8,0,9.5,,,,x,
1659956807798,,,,-0.022689280275926284,-0.026179938779914945,0.11868238913561441,x,
1659956807812,0.9,0,9.5,,,,x,
1659956807814,,,,-0.010471975511965978,-0.06981317007977318,0.0767944870877505,x,
1659956807829,0.9,-0.1,9.9,,,,x,
1659956807833,,,,-0.012217304763960306,-0.0942477796076938,0.03316125578789226,x,
1659956807849,0.8,-0.2,9.700000000000001,,,,x,
1659956807854,,,,-0.015707963267948967,-0.029670597283903602,0.0017453292519943296,x,
1659956807869,0.7000000000000001,-0.30000000000000004,9.600000000000001,,,,x,
1659956807876,,,,-0.015707963267948967,0.012217304763960306,-0.0017453292519943296,x,
1659956807894,0.9,-0.1,9.600000000000001,,,,x,
1659956807895,,,,0.04014257279586958,-0.08377580409572782,0.017453292519943295,x,
1659956808234,0.7000000000000001,-0.2,9.600000000000001,-0.022689280275926284,0.017453292519943295,-0.03316125578789226,x,
1659956808253,,,,-0.013962634015954637,0.020943951023931956,-0.017453292519943295,x,
1659956808269,0.8,-0.1,9.600000000000001,,,,x,
1659956808283,,,,0.015707963267948967,-0.026179938779914945,-0.010471975511965978,x,
1659956808289,0.8,-0.1,9.9,,,,x,
1659956808301,,,,0.024434609527920613,-0.04363323129985824,-0.015707963267948967,x,
1659956808320,0.7000000000000001,-0.1,9.600000000000001,0.017453292519943295,0.012217304763960306,-0.022689280275926284,x,
1659956808334,0.8,0,9.5,0.024434609527920613,0.07504915783575618,0.0017453292519943296,x,
1659956808353,,,,0.031415926535897934,0.029670597283903602,-0.0017453292519943296,x,
1659956808369,0.8,0,9.5,,,,x,
1659956808382,,,,0.048869219055841226,0.006981317007977318,-0.026179938779914945,x,
1659956808389,0.7000000000000001,0,9.4,,,,x,
1659956808400,,,,0.03839724354387525,0.024434609527920613,-0.04537856055185257,x,
1659956808435,0.5,-0.2,9.5,,,,x,
1659956808436,0.7000000000000001,-0.1,9.600000000000001,0.005235987755982989,0.03665191429188092,-0.04014257279586958,x,
1659956808436,,,,-0.015707963267948967,0.04188790204786391,-0.013962634015954637,x,
1659956808454,,,,-0.015707963267948967,0.0471238898038469,0.006981317007977318,x,
1659956808469,0.7000000000000001,-0.2,9.600000000000001,,,,x,
1659956808482,,,,0.0017453292519943296,0.04537856055185257,0.006981317007977318,x,
1659956808489,0.6000000000000001,-0.1,9.600000000000001,,,,x,
1659956808497,,,,0.022689280275926284,0.019198621771937624,0.008726646259971648,x,
1659956808516,0.7000000000000001,-0.1,9.5,0.048869219055841226,-0.024434609527920613,0.008726646259971648,x,
1659956808533,,,,0.0471238898038469,-0.019198621771937624,0.006981317007977318,x,
1659956808649,0.7000000000000001,0,9.600000000000001,,,,x,
1659956808653,,,,0.06283185307179587,0.017453292519943295,0.017453292519943295,x,
1659956808669,0.8,0.1,9.5,,,,x,
1659956808680,,,,0.07504915783575618,0.0017453292519943296,0.008726646259971648,x,
1659956808689,0.7000000000000001,0,9.4,,,,x,
1659956808695,,,,0.05759586531581288,0.022689280275926284,-0.006981317007977318,x,
1659956808711,0.5,-0.1,9.3,,,,x,
1659956808713,,,,0.020943951023931956,0.05759586531581288,-0.010471975511965978,x,
1659956808730,0.6000000000000001,0,9.5,,,,x,
1659956808733,,,,-0.020943951023931956,0.06981317007977318,0.006981317007977318,x,
1659956808749,0.7000000000000001,0,9.600000000000001,,,,x,
1659956808753,,,,-0.026179938779914945,0.05759586531581288,0.013962634015954637,x,
1659956808769,0.7000000000000001,0.1,9.700000000000001,,,,x,
1659956808950,0.6000000000000001,0,9.600000000000001,0.010471975511965978,0.006981317007977318,0.015707963267948967,x,
1659956808960,0.6000000000000001,0,9.5,0.020943951023931956,0.013962634015954637,0.006981317007977318,x,
1659956808988,0.7000000000000001,-0.1,9.600000000000001,0.010471975511965978,0.008726646259971648,0.020943951023931956,x,
1659956809000,,,,-0.0017453292519943296,0.05235987755982989,0.031415926535897934,x,
1659956809017,0.7000000000000001,0.1,9.600000000000001,-0.010471975511965978,0.054105206811824215,0.027925268031909273,x,
1659956809034,0.6000000000000001,0.1,9.5,0.015707963267948967,0.024434609527920613,0.013962634015954637,x,
1659956809172,0.4,-0.2,9.600000000000001,-0.04014257279586958,-0.026179938779914945,-0.003490658503988659,x,
1659956809201,,,,-0.04014257279586958,-0.03316125578789226,0,x,
1659956809218,0.5,-0.2,9.600000000000001,,,,x,
1659956809219,,,,-0.0645771823237902,0.024434609527920613,0.04363323129985824,x,
1659956809238,0.6000000000000001,-0.1,9.600000000000001,-0.06632251157578452,0.03665191429188092,0.06283185307179587,x,
1659956809253,0.7000000000000001,0,9.600000000000001,,,,x,
1659956809254,,,,-0.04363323129985824,0.003490658503988659,0.06283185307179587,x,
1659956809273,,,,-0.026179938779914945,-0.04014257279586958,0.05235987755982989,x,
1659956809289,0.7000000000000001,0,9.700000000000001,,,,x,
1659956809304,,,,-0.024434609527920613,-0.03665191429188092,0.03490658503988659,x,
1659956809309,0.7000000000000001,0,9.700000000000001,,,,x,
1659956809319,,,,-0.022689280275926284,0.006981317007977318,0.017453292519943295,x,
1659956809337,0.7000000000000001,-0.1,9.5,-0.017453292519943295,0.029670597283903602,0.019198621771937624,x,
1659956809353,0.8,0,9.5,-0.005235987755982989,0.024434609527920613,0.03316125578789226,x,
1659956809374,0.8,0,9.4,0.013962634015954637,-0.008726646259971648,0.026179938779914945,x,
1659956809400,,,,-0.0017453292519943296,0.0017453292519943296,-0.003490658503988659,x,
1659956809409,0.7000000000000001,0,9.4,,,,x,
1659956809416,,,,-0.05061454830783556,0.04188790204786391,-0.022689280275926284,x,
1659956809433,0.7000000000000001,-0.1,9.700000000000001,-0.08028514559173916,0.05585053606381855,-0.03665191429188092,x,
1659956809450,0.6000000000000001,-0.2,9.9,,,,x,
1659956809453,,,,-0.07330382858376185,0.059341194567807204,-0.05235987755982989,x,
1659956809469,0.5,-0.2,9.8,,,,x,
1659956809474,,,,-0.027925268031909273,0.04014257279586958,-0.048869219055841226,x,
1659956809489,0.5,-0.2,9.8,,,,x,
1659956809499,,,,0.012217304763960306,0.027925268031909273,-0.04363323129985824,x,
1659956809509,0.4,-0.2,9.600000000000001,,,,x,
1659956809516,,,,0.020943951023931956,0.05585053606381855,-0.04188790204786391,x,
1659956809531,0.4,-0.2,9.5,,,,x,
1659956809534,,,,0.010471975511965978,0.07504915783575618,-0.03316125578789226,x,
1659956809805,0.6000000000000001,0,9.5,0.08203047484373349,-0.06283185307179587,-0.022689280275926284,x,
1659956809806,0.6000000000000001,0,9.4,0.07155849933176751,-0.026179938779914945,-0.04363323129985824,x,
1659956809822,,,,0.048869219055841226,-0.013962634015954637,-0.04537856055185257,x,
1659956809864,0.7000000000000001,-0.1,9.700000000000001,0.04363323129985824,-0.022689280275926284,-0.04537856055185257,x,
1659956809875,1.1,0.6000000000000001,9.4,0.12740903539558607,-0.07330382858376185,-0.08552113334772216,x,
1659956809893,,,,0.21991148575128552,-0.17976891295541594,-0.21991148575128552,x,
1659956809909,0.8,0.1,9.1,,,,x,
1659956809919,,,,0.1832595714594046,-0.16580627893946132,-0.3193952531149623,x,
1659956809936,0,-0.9,9.4,0.06981317007977318,-0.1413716694115407,-0.32637657012293964,x,
1659956809953,0.2,0,10.5,,,,x,
1659956809954,,,,0.003490658503988659,-0.11868238913561441,-0.2111848394913139,x,
1659956809973,,,,0.05061454830783556,-0.16406094968746698,-0.0017453292519943296,x,
